project_name,name,title,deneme,org_id,idea,project_link,nextt,tag,key,description
,,"
  NASA's Data Curtains from Space
",,,,,,,," Cesium Community, Currently, for CALIPSO data, most scientific visualizations show the orbit track of CALIPSO on the overhead view map along side the LiDAR profile data. The objective of this project is to visualize both the orbital track on the flat maps and the LiDar profile data together. This can be done by using the Cesium Javascript Library, that uses HTML5 and WebGL to render 3D Globes and maps."
,,"
  Email Preview Cluster
",,,,,,,," CiviCRM, The goal of this project is to develop an open-source backend for previewing email content on a range of different webmail services such as Gmail, Yahoo! Mail, and Microsoft Live.  We'll be using Selenium Webdriver, based on NodeJS, to implement browser automation on the backend. It will automatically send the email to accounts on these webmail services, which will then be logged in to, one by one, and screenshots will be taken. These screenshots will be displayed to the user on the frontend."
,,"
  Refunds and Partial Payments
",,,,,,,," CiviCRM, The objective of this project is to provide functionality of refunding and partial payments for CiviCRM users."
,,"
  CiviCRM - Social Media Integration
",,,,,,,," CiviCRM, Social Media websites are one of the most powerful engagement platforms in today’s world. CiviCRM currently is not making full use of these websites, and has a lot of possibilities for allowing non-profits to have a better engagement and reach.
The project aims to provide non-profits with features like Social Connect, One click signup, Events Share etc to improve reach and make CiviCRM easier to use."
,,"
  CiviCRM: Strategic Fundraising and Campaigning
",,,,,,,," CiviCRM, The 'Strategic Fundraising and Campaigning' project focuses on
extending the functionality of CiviContribute module with hierarchical
campaigns, more detailed metrics, reports and statistics in order to
enhance the capabilities of CiviCRM for strategic fundraising and
campaigning."
,,"
  Predictive and Data Mining
",,,,,,,," CiviCRM, The main aim of the project is to add prediction to the existing data, i.e. to be able to make predictions about how likely an individual would respond positively or negatively or neutrally to a particular engagement action given their relationship history."
,,"
  Social Media integration
",,,,,,,," CiviCRM, The Social Media Integration project is one that i have significant interest in. my proposal details my personal information with links to some required supporting documents, also i have detailed my experience in OSS. i addition to these, i have also included a detail project description, implementation, and proposed schedule."
,,"
  Civi Mobile - An Android App for your CRM needs
",,,,,,,," CiviCRM, As the title of the project may suggest, the idea is to provide a more integrated experience of CiviCRM through the gadget one might be using all the time - the mobile phone. Civi Mobile will act more like a digital assistant which will help perform tasks set on the web version of CiviCRM."
,,"
  Bridging FreeSWITCH and CiviCRM
",,,,,,,," CiviCRM, Developing a bridge that connects FreeSWITCH and the CiviCRM to make and receive calls. The bridge will be in a form of an open source plugin which can be installed and hence enabling the CRM to communicate and route calls through FreeSWITCH running in background.

The outgoing calls can be made by by clicking the users phone number that appears in the form of a hyperlink.

Also, updating the call detail records in CiviCRM either automatically or manually."
,,"
  New API: Open Supporter Data Interface Implementation
",,,,,,,," CiviCRM, Open Supporter Data Interface (OSDI) implementation in line with CiviCRM's mission to be an open platform for small organizations so that they can achieve the audacity and technical acumen in order to perform integrations easily.The OSDI API seeks to bridge this divide and create standards for data interchange. OSDI exists as a standard in development with a minimum of one implementation by Action Network, and planned implementations by NGPVAN, Catalist, Salsa and other data ""vendors""."
,,"
  A Common Clojure Source Metadata Model
",,,,,,,," Clojure, The goal of this project is to develop a comprehensive and extensible model for describing Clojure sources from an API perspective. I will also write a program that analyses Clojure  sources according to this model and outputs data documenting their usage. In order to foster adoption, I will provide extensive documentation, including examples of tools doing useful things with the emitted data, and emphasize active communication with the community."
